City Code Descriptio,Special Process Indi,BIDING AMMOUNT
KUSHMANDI,1164,744
KUSHMANDI,1166,731
KUSUMGACHI,1164,528
KUSUMGACHI,1167,525
KUSUMGACHI,1166,520
KUSUMGRAM,1164,704
KETUGRAM - II,1164,635
KACHAKALI,1167,1114
KACHAKALI,1166,1109
KACHAKALI,1164,1115
KANKI,1167,954
KANKI,1164,955
KANKI,1166,949
KALYANI (COS),1164,841
KANUA,1167,662
KANUA,1166,657
KANUA,1164,664
KARIALI,1164,664
KARIALI,1166,657
KARIALI,1167,662
KOTSHILA,1164,951
KUSHIDA,1167,739
KUSHIDA,1164,742
KUSHIDA,1166,734
KHANDAGHOSH,1164,723
KHANYAN,1164,802
KALINARAYANPUR,1166,724
KALINARAYANPUR,1167,729
KALINARAYANPUR,1164,731
KHIRGRAM,1164,659
KURMUN,1164,704
KUTIRPARA,1166,664
KUTIRPARA,1164,671
KUTIRPARA,1167,669
KUSTHAL,1164,850
KUMEDPUR,1166,776
KUMEDPUR,1167,781
KUMEDPUR,1164,786
KALINAGAR HAT,1167,500
KALINAGAR HAT,1166,495
KALINAGAR HAT,1164,503
KONIARA,1167,849
KONIARA,1164,850
KONIARA,1166,844
KALIGRAM,1164,704
KAMARKITA,1164,848
LABPUR,1167,525
LABPUR,1166,520
LABPUR,1164,528
LAKHIPUR,1166,638
LAKHIPUR,1167,643
LAKHIPUR,1164,646
LAKURDI KATRAPOTA,1164,704
LALBAG,1167,475
LALBAG,1164,478
LALBAG,1166,470
LALGOLA,1166,328
LALGOLA,1167,333
LALGOLA,1164,337
LANGALHATA,1164,492
LANGALHATA,1167,489
LANGALHATA,1166,484
LASKAR HAT,1167,696
LASKAR HAT,1164,698
LASKAR HAT,1166,691
LAXMINARAYANPUR(NAT),1167,622
LAXMINARAYANPUR(NAT),1164,626
LAXMINARAYANPUR(NAT),1166,617
LOBONCHUAN,1167,352
LOBONCHUAN,1164,356
LOBONCHUAN,1166,347
LOCHANPUR,1166,528
LOCHANPUR,1164,536
LOCHANPUR,1167,533
LOHAPUR,1166,279
LOHAPUR,1167,282
LOHAPUR,1164,286
LOKEPARA,1167,482
LOKEPARA,1166,477
LOKEPARA,1164,485
LOKEPUR,1164,542
LOKEPUR,1167,539
LOKEPUR,1166,534
LALKUDI,1164,845
LALKUDI,1166,838
LALKUDI,1167,843
LODHAN,1166,870
LODHAN,1164,876
LODHAN,1167,875
LAXMIGACHA,1164,773
LAXMIGACHA,1167,771
LAXMIGACHA,1166,766
LAXMIPUR (BURD),1164,704
LEATHER COMPLEX,1164,884
LOHAGARA,1164,786
LOHAGARA,1166,779
LOHAGARA,1167,784
LAKHURIA,1164,723
LOHASA,1167,612
LOHASA,1164,615
LOHASA,1166,608
LAKSHMIGHAT,1166,605
LAKSHMIGHAT,1167,609
LAKSHMIGHAT,1164,614
MADANPUR,1164,816
MADHABPORE,1164,820
MADHABPUR,1164,810
MADHABPUR,1166,803
MADHABPUR,1167,808
MADHAKHALI,1164,984
MADPUR,1164,950
MAHARAJNAGAR,1164,557
MAHARAJNAGAR,1166,549
MAHARAJNAGAR,1167,554
MAHESHGANJ,1164,671
MAHESHGANJ,1166,664
MAHESHGANJ,1167,669
MAHESPUR,1167,374
MAHESPUR,1166,369
MAHESPUR,1164,377
MAHISAL,1167,352
MAHISAL,1166,347
MAHISAL,1164,356
MAHISBATHAN,1167,614
MAHISBATHAN,1164,617
MAHISBATHAN,1166,610
MAJDIA,1167,721
MAJDIA,1166,716
MAJDIA,1164,723
MAJHERGRAM(BETHUA),1164,626
MAJHERGRAM(BETHUA),1166,618
MAJHERGRAM(BETHUA),1167,623
MAJHERGRAM(CHAKDAH),1164,850
MAJIGRAM,1164,602
MAJIGRAM,1167,600
MAJIGRAM,1166,595
MALANCHA,1164,951
MALDA,1164,568
MALDA,1167,563
MALDA,1166,558
MALDANGA,1164,704
MALIAPOTA,1167,808
MALIAPOTA,1164,810
MALIAPOTA,1166,803
MALIARA,1164,764
MALIHATI,1166,945
MALIHATI,1164,951
MALIHATI,1167,950
MALON,1164,814
MALON,1166,804
MALON,1167,809
MAMJOYAN GHAT,1167,771
MAMJOYAN GHAT,1166,766
MAMJOYAN GHAT,1164,773
MANDIR BAZAR,1164,983
MANIKCHAK,1167,659
MANIKCHAK,1166,654
MANIKCHAK,1164,664
MANIKPARA,1164,951
MANKAR,1164,723
MARATALA,1164,950
MARGRAM,1167,422
MARGRAM,1166,417
MARGRAM,1164,425
MASAGRAM,1164,764
MASLANDPUR,1164,824
MATCHPOTA,1166,536
MATCHPOTA,1167,541
MATCHPOTA,1164,544
MATH CHANDIPUR,1164,971
MATHURAP-1,1164,924
MATHURAP-2,1164,924
MATIARY,1167,535
MATIARY,1164,538
MATIARY,1166,530
MATIKUNDA,1167,893
MATIKUNDA,1164,894
MATIKUNDA,1166,888
MAYAPUR,1166,646
MAYAPUR,1164,654
MAYAPUR,1167,651
MAYURESWAR,1164,528
MAYURESWAR,1166,520
MAYURESWAR,1167,525
MAYURHAT,1167,808
MAYURHAT,1166,803
MAYURHAT,1164,810
MD. BAZAR,1167,539
MD. BAZAR,1164,542
MD. BAZAR,1166,534
MECHEDA,1164,951
MEJHIARY,1164,704
MEMARI,1164,764
MIDNAPORE,1164,941
MILKI (MONIGRAM),1166,196
MILKI (MONIGRAM),1167,200
MILKI (MONIGRAM),1164,200
MIRAPOTA,1164,764
MIRHAT,1164,807
MIRJAPUR,1164,192
MIRJAPUR,1167,190
MIRJAPUR,1166,188
MITRAPUR,1164,337
MITRAPUR,1166,328
MITRAPUR,1167,333
MODHPUR,1164,764
MOHISHILA COLONY,1164,762
MOHURAPUR,1164,463
MOHURAPUR,1166,455
MOHURAPUR,1167,459
MOLLARPUR,1164,445
MOLLARPUR,1166,437
MOLLARPUR,1167,442
MONGALKOT,1164,704
MONIGRAM,1167,190
MONIGRAM,1164,192
MONIGRAM,1166,188
MONTESWAR,1164,704
MOREGRAM,1166,217
MOREGRAM,1164,220
MOREGRAM,1167,219
MOUGRAM,1166,534
MOUGRAM,1167,539
MOUGRAM,1164,542
MOYNA,1164,973
MURAGACHHA,1164,562
MURAGACHHA,1167,559
MURAGACHHA,1166,554
MURALPUR,1167,593
MURALPUR,1166,588
MURALPUR,1164,595
MURARAI,1164,387
MURARAI,1167,384
MURARAI,1166,379
MURSHIDABAD,1167,371
MURSHIDABAD,1166,366
MURSHIDABAD,1164,375
MUTHADANGA,1164,802
MALATIPUR,1167,693
MALATIPUR,1166,688
MALATIPUR,1164,695
MOTHABARI,1167,544
MOTHABARI,1166,539
MOTHABARI,1164,549
MEHADIPUR,1167,286
MEHADIPUR,1164,291
MEHADIPUR,1166,281
MAJIGRAM (BURD),1164,549
MAKARDAH,1164,891
MATHKUMRA(RANAGHAT),1167,808
MATHKUMRA(RANAGHAT),1164,810
MATHKUMRA(RANAGHAT),1166,803
MATISWAR (DEBIPUR),1164,807
MONDALGRAM,1164,764
MUKUNDAPUR,1164,308
MURUTIA (NADIA),1166,608
MURUTIA (NADIA),1164,615
MURUTIA (NADIA),1167,612
MRITYUNJOYNAGAR,1164,949
MILAN MORE,1164,1040
MAHIPAL,1164,755
MAHIPAL,1167,754
MAHIPAL,1166,749
MAKAIYA,1167,618
MAKAIYA,1164,622
MAKAIYA,1166,613
MATHURAPUR (MLD),1164,627
MATHURAPUR (MLD),1166,616
MATHURAPUR (MLD),1167,621
MAYNA (MLD),1166,598
MAYNA (MLD),1164,605
MAYNA (MLD),1167,603
MEDIA,1164,850
MEDIA,1166,844
MEDIA,1167,849
MOKDUMPUR,1167,588
MOKDUMPUR,1166,583
MOKDUMPUR,1164,590
MAHADIPUR,1164,487.48
MAHADIPUR,1167,482.65
MAHADIPUR,1166,477.82
MAGURA,1164,638
MAGURA,1166,629
MAGURA,1167,634
MARSIT,1164,818
METAKONA,1164,647
METAKONA,1167,644
METAKONA,1166,639
MANGALBARI,1166,540
MANGALBARI,1164,550
MANGALBARI,1167,545
8 MILE,1166,585
8 MILE,1164,592
8 MILE,1167,590
MAMUDPUR (NADIA),1167,835
MAMUDPUR (NADIA),1166,830
MAMUDPUR (NADIA),1164,837
MJKUNDAPUR,1167,707
MJKUNDAPUR,1166,702
MJKUNDAPUR,1164,709
MAHALANDI (MSD),1166,379
MAHALANDI (MSD),1164,387
MAHALANDI (MSD),1167,384
14 MILE (MSD),1164,427
14 MILE (MSD),1166,419
14 MILE (MSD),1167,424
12 MILE (BINODPUR),1167,617
12 MILE (BINODPUR),1166,612
12 MILE (BINODPUR),1164,620
NABADWIP,1164,723
NABADWIP,1166,716
NABADWIP,1167,721
NABAGRAM,1167,331
NABAGRAM,1164,335
NABAGRAM,1166,326
NABGRAM,1166,362
NABGRAM,1164,369
NABGRAM,1167,366
NABIPUR,1166,544
NABIPUR,1167,549
NABIPUR,1164,552
NACHANSA,1166,639
NACHANSA,1164,647
NACHANSA,1167,644
NADANGHAT(MORE),1164,704
NAGADI,1164,615
NAGADI,1167,612
NAGADI,1166,608
NAGAR,1167,460
NAGAR,1166,456
NAGAR,1164,464
NAGARUKHRA,1167,750
NAGARUKHRA,1166,745
NAGARUKHRA,1164,753
NAGPUR CHEKPOST,1164,218
NAGPUR CHEKPOST,1167,217
NAGPUR CHEKPOST,1166,215
NAITI,1164,843
NAKASHIPARA,1164,533
NAKASHIPARA,1167,530
NAKASHIPARA,1166,525
NAKRAKONDA,1166,688
NAKRAKONDA,1167,693
NAKRAKONDA,1164,695
NALDUGRI,1167,849
NALDUGRI,1164,850
NALDUGRI,1166,844
NALHATI,1166,349
NALHATI,1164,358
NALHATI,1167,354
NANDAKUMAR,1164,960
NANDIGRAM,1164,984
NANUR,1166,520
NANUR,1164,528
NANUR,1167,525
NAPARA,1167,808
NAPARA,1164,810
NAPARA,1166,803
NARASINGHAPUR,1164,566
NARASINGHAPUR,1166,558
NARASINGHAPUR,1167,563
NARAYANPUR,1167,459
NARAYANPUR,1166,455
NARAYANPUR,1164,463
NARAYANPUR(NAZIRPUR),1167,463
NARAYANPUR(NAZIRPUR),1164,467
NARAYANPUR(NAZIRPUR),1166,459
NARGHAT,1164,971
NAROI,1166,712
NAROI,1164,719
NAROI,1167,717
NASIPUR,1167,459
NASIPUR,1166,455
NASIPUR,1164,463
NASRA,1166,724
NASRA,1164,731
NASRA,1167,729
NATIAL,1166,533
NATIAL,1167,538
NATIAL,1164,541
NATIDANGA,1167,669
NATIDANGA,1164,671
NATIDANGA,1166,664
NAYAGRAM,1164,943
NAZIRPUR(MLD),1167,605
NAZIRPUR(MLD),1164,609
NAZIRPUR(MLD),1166,600
NAZIRPUR(TEH),1166,644
NAZIRPUR(TEH),1167,649
NAZIRPUR(TEH),1164,652
NERADUEL,1164,858
NEW FARAKKA,1164,377
NEW FARAKKA,1166,369
NEW FARAKKA,1167,374
NIMTA,1164,819
NIMTALA,1166,844
NIMTALA,1164,850
NIMTALA,1167,849
NIMTALA (CHAKDAH),1164,704
NIMTALA (CHAKDAH),1166,697
NIMTALA (CHAKDAH),1167,702
NIMTOURI,1164,951
NISCHINTAPUR,1164,983
NISHCHINTAPUR,1164,452
NISHCHINTAPUR,1166,444
NISHCHINTAPUR,1167,449
"NOKARI, RANAGHAT",1164,713
"NOKARI, RANAGHAT",1167,711
"NOKARI, RANAGHAT",1166,706
"NOPARA, DHUBULIA",1166,664
"NOPARA, DHUBULIA",1167,669
"NOPARA, DHUBULIA",1164,671
NOWDA,1166,523
NOWDA,1164,531
NOWDA,1167,528
NUTANHAT,1164,503
NAYAHAT,1166,787
NAYAHAT,1167,792
NAYAHAT,1164,794
NATAGARH (HGLY),1164,902
NAKTALA,1164,861
NAZIRPUR (NDA),1166,463
NAZIRPUR (NDA),1164,472
NAZIRPUR (NDA),1167,468
NIBHUJIBAZAR,1164,723
NIGON,1164,704
NAHATA,1164,850
NAHATA,1167,849
NAHATA,1166,844
NATABERIA,1166,825
NATABERIA,1164,832
NATABERIA,1167,830
NALAGOLA,1164,701
NALAGOLA,1166,694
NALAGOLA,1167,699
NAWABGANJ,1167,585
NAWABGANJ,1164,587
NAWABGANJ,1166,580
NANDANPUR,1167,632
NANDANPUR,1164,636
NANDANPUR,1166,627
NATNA,1167,563
NATNA,1164,566
NATNA,1166,558
OMARPUR,1167,200
OMARPUR,1166,197
OMARPUR,1164,200
ONDA,1167,809
ONDA,1164,816
ORGRAM,1164,704
PAGLACHANDI,1166,463
PAGLACHANDI,1167,468
PAGLACHANDI,1164,472
PAIKAR,1164,362
PAIKAR,1167,358
PAIKAR,1166,353
PAIKPARA,1164,356
PAIKPARA,1167,352
PAIKPARA,1166,347
PAKUA HAT,1167,727
PAKUA HAT,1166,722
PAKUA HAT,1164,732
PALITA,1167,693
PALITA,1164,695
PALITA,1166,688
PALLARAAD,1164,723
PALPARA (CHAKDAH),1167,814
PALPARA (CHAKDAH),1164,816
PALPARA (CHAKDAH),1166,809
PALSANDA,1166,664
PALSANDA,1164,671
PALSANDA,1167,669
PALSIT,1164,723
PANCHAMI,1164,458
PANCHAMI,1167,455
PANCHAMI,1166,450
PANCHANANDAPUR,1164,570
PANCHANANDAPUR,1166,563
PANCHANANDAPUR,1167,568
PANCHGRAM,1167,358
PANCHGRAM,1164,362
PANCHGRAM,1166,353
PANCHRA,1167,644
PANCHRA,1164,647
PANCHRA,1166,639
PANCHTHUPI,1167,521
PANCHTHUPI,1166,516
PANCHTHUPI,1164,525
PANCHUNDI,1164,552
PANCHUNDI,1166,544
PANCHUNDI,1167,549
PANDIT PUR,1166,772
PANDIT PUR,1164,779
PANDIT PUR,1167,777
PANDITPUR,1167,219
PANDITPUR,1164,220
PANDITPUR,1166,217
PANDITPUR (KSHIADNG),1164,582
PANDITPUR (KSHIADNG),1167,580
PANDUA,1164,818
PANDUK,1164,659
PANRUI,1167,551
PANRUI,1164,554
PANRUI,1166,546
PANSKURA,1164,951
PARAMBUA,1164,829
PARK CIRCUS,1164,850
PARSUNDI,1167,430
PARSUNDI,1166,425
PARSUNDI,1164,433
PARULIA(BWN),1164,659
PATADANGA,1167,593
PATADANGA,1164,595
PATADANGA,1166,588
PATEKEBARI,1166,515
PATEKEBARI,1167,520
PATEKEBARI,1164,524
PATELNAGOR,1167,575
PATELNAGOR,1164,577
PATELNAGOR,1166,570
PATHARCHAPRI,1166,486
PATHARCHAPRI,1164,494
PATHARCHAPRI,1167,491
PATPUKUR,1166,664
PATPUKUR,1167,669
PATPUKUR,1164,671
PATRASAAYER,1164,764
PATULI BAZAR,1164,659
PATULI STATION BAZAR,1164,614
PAYRADANGA,1164,795
PAYRADANGA,1166,788
PAYRADANGA,1167,793
PIPLAN,1164,704
PIPLAN,1166,697
PIPLAN,1167,702
PLASSEY,1167,560
PLASSEY,1164,563
PLASSEY,1166,555
PLASSEYPARA,1166,608
PLASSEYPARA,1167,612
PLASSEYPARA,1164,615
POHALANPUR,1164,764
PORADANGA,1166,286
PORADANGA,1167,290
PORADANGA,1164,298
POTASPUR,1164,994
PRACHIN MAYAPUR,1164,638
PRACHIN MAYAPUR,1166,629
PRACHIN MAYAPUR,1167,634
PRANTIK,1167,519
PRANTIK,1166,514
PRANTIK,1164,523
PRATAPDIGHI,1164,994
PURANDARPUR,1164,542
PURANDARPUR,1167,539
PURANDARPUR,1166,534
PURBASTHALI,1164,746
PANJIPARA,1166,998
PANJIPARA,1164,1008
PANJIPARA,1167,1003
PUKHURIA,1164,616
PUKHURIA,1167,611
PUKHURIA,1166,607
PALASON,1164,723
PALISHGRAM,1164,659
PANINALA,1166,702
PANINALA,1164,709
PANINALA,1167,707
PANUHAT(KATWA),1164,605
PARAJ,1164,825
PARK STREET,1164,925
PARNASHREE,1164,850
PATHARGHATA,1167,771
PATHARGHATA,1164,773
PATHARGHATA,1166,766
PICNIC GARDEN,1164,879
PRITAMBARPUR,1167,729
PRITAMBARPUR,1164,731
PRITAMBARPUR,1166,724
PUKURIA,1164,731
PUKURIA,1166,724
PUKURIA,1167,729
PANCHET - WB,1164,843
PRATAPNAGAR,1167,619
PRATAPNAGAR,1164,623
PRATAPNAGAR,1166,614
PAGLI GACHH,1166,955
PAGLI GACHH,1167,960
PAGLI GACHH,1164,961
PATAGORA,1164,894
PATAGORA,1166,888
PATAGORA,1167,893
PATIRAM,1166,796
PATIRAM,1167,801
PATIRAM,1164,806
PUNDARI,1166,694
PUNDARI,1167,699
PUNDARI,1164,701
PUNISOLE,1164,819
PARATAL,1164,807
PALIANPUR,1166,757
PALIANPUR,1164,763
PALIANPUR,1167,762
PALIT BEGIA,1167,625
PALIT BEGIA,1164,629
PALIT BEGIA,1166,620
PATSHIMULIA,1167,800
PATSHIMULIA,1164,802
PATSHIMULIA,1166,795
PALSANDA (MSD),1166,209
PALSANDA (MSD),1164,218
PALSANDA (MSD),1167,214
PAR DEONAPUR,1167,518
PAR DEONAPUR,1166,513
PAR DEONAPUR,1164,522
PANDUA (MLD),1164,616
PANDUA (MLD),1166,609
PANDUA (MLD),1167,613
RADHAMONI,1164,950
RADHANAGAR GHAT,1167,500
RADHANAGAR GHAT,1164,503
RADHANAGAR GHAT,1166,495
RADHARGHAT,1164,356
RADHARGHAT,1166,347
RADHARGHAT,1167,352
RAGHUNATHGUNJ,1167,213
RAGHUNATHGUNJ,1164,214
RAGHUNATHGUNJ,1166,210
RAGHUNATHPUR(PURULIA,1164,805
RAIGANJ,1164,796
RAIGANJ,1166,786
RAIGANJ,1167,791
RAIKHA,1167,644
RAIKHA,1166,639
RAIKHA,1164,647
RAINA-1,1164,764
RAINA-2,1164,720
RAJANAGAR (SAGARDHIG,1166,196
RAJANAGAR (SAGARDHIG,1167,200
RAJANAGAR (SAGARDHIG,1164,200
RAJAPUR,1164,549
RAJARAMPUR,1166,208
RAJARAMPUR,1167,210
RAJARAMPUR,1164,211
RAJARHAT,1164,884
RAJGRAM,1164,387
RAJGRAM,1167,383
RAJGRAM,1166,378
RAJHATI,1164,802
RAJNAGAR,1167,644
RAJNAGAR,1164,647
RAJNAGAR,1166,639
RAMNAGAR SUGAR MILL,1166,579
RAMNAGAR SUGAR MILL,1167,584
RAMNAGAR SUGAR MILL,1164,586
RAMNAGOR,1164,578
RAMNAGOR,1166,571
RAMNAGOR,1167,576
RAMNARAYANPUR,1164,764
RAMPURHAT,1166,412
RAMPURHAT,1164,420
RAMPURHAT,1167,417
RANAGHAT,1164,787
RANAGHAT,1167,785
RANAGHAT,1166,780
RANAGHAT-2,1166,693
RANAGHAT-2,1164,700
RANAGHAT-2,1167,698
RANGRAM,1166,474
RANGRAM,1167,479
RANGRAM,1164,482
RANINAGAR,1164,506
RANINAGAR,1167,502
RANINAGAR,1166,497
RANINAGR-2,1167,530
RANINAGR-2,1166,525
RANINAGR-2,1164,533
RANITALA,1166,427
RANITALA,1164,435
RANITALA,1167,432
RASAKHOA,1167,844
RASAKHOA,1164,849
RASAKHOA,1166,839
RATANPUR,1164,220
RATUA,1166,658
RATUA,1164,673
RATUA,1167,665
REJINAGAR,1167,479
REJINAGAR,1166,474
REJINAGAR,1164,482
REZINAGAR,1166,469
REZINAGAR,1167,474
REZINAGAR,1164,477
RISHRA,1164,858
ROAD STATION,1166,696
ROAD STATION,1167,701
ROAD STATION,1164,703
RUDRANAGOR,1167,339
RUDRANAGOR,1164,343
RUDRANAGOR,1166,334
RUKUNPUR,1164,709
RUKUNPUR,1166,702
RUKUNPUR,1167,707
RAMGANJ,1164,1041
RAMGANJ,1166,1031
RAMGANJ,1167,1036
RAMPUR (UD),1164,755
RAMPUR (UD),1166,749
RAMPUR (UD),1167,754
RAIPUR (BWN),1164,848
RAJHATI BANDAR,1164,791
RAMGOPALPUR,1164,807
RASULULLAHPUR,1167,711
RASULULLAHPUR,1166,706
RASULULLAHPUR,1164,713
RASIKPUR,1166,593
RASIKPUR,1164,600
RASIKPUR,1167,598
RAMNAGAR (BPC),1166,394
RAMNAGAR (BPC),1164,403
RAMNAGAR (BPC),1167,399
RAMNAGAR (K-CHAK),1166,510
RAMNAGAR (K-CHAK),1167,515
RAMNAGAR (K-CHAK),1164,519
S.P.MUKHERJEE ROAD,1164,764
SADIKHAN DIAR,1166,544
SADIKHAN DIAR,1164,552
SADIKHAN DIAR,1167,549
SAGARDIGHI,1164,214
SAGARDIGHI,1166,211
SAGARDIGHI,1167,213
SAGARDIGHI THERMAL P,1167,75
SAGARDIGHI THERMAL P,1166,74
SAGARDIGHI THERMAL P,1164,57
SAGARPARA,1167,550
SAGARPARA,1164,553
SAGARPARA,1166,545
SAGUNA,1164,850
SAHAJPUR,1164,723
SAHEBGANJ,1164,659
SAINTHIA,1167,524
SAINTHIA,1166,519
SAINTHIA,1164,527
SAJUR MORE,1166,347
SAJUR MORE,1167,352
SAJUR MORE,1164,356
SAKOPARA,1167,340
SAKOPARA,1166,337
SAKOPARA,1164,342
SAKTIPUR,1164,493
SAKTIPUR,1166,485
SAKTIPUR,1167,490
SAKUNTALA PARK,1164,856
SALAR,1167,507
SALAR,1166,502
SALAR,1164,511
SALBONI,1164,856
SALIGRAM (DHARMADA),1166,557
SALIGRAM (DHARMADA),1167,562
SALIGRAM (DHARMADA),1164,565
SALKIA,1164,881
SALTORA,1164,764
SAMMATINAGAR,1166,196
SAMMATINAGAR,1164,200
SAMMATINAGAR,1167,197
SAMSERGANJ,1167,333
SAMSERGANJ,1164,337
SAMSERGANJ,1166,328
SAMUDRAGARH,1164,704
SANKETPUR,1167,459
SANKETPUR,1166,455
SANKETPUR,1164,463
SANKRAIL (SHL),1164,925
SARBANGAPUR,1164,541
SARBANGAPUR,1167,538
SARBANGAPUR,1166,533
SARDHA,1164,374
SARDHA,1167,370
SARDHA,1166,365
SARGACHI,1167,404
SARGACHI,1166,399
SARGACHI,1164,408
SATGACHIA,1164,723
SATMAIL (KGP),1164,994
SATPALSA,1164,524
SATPALSA,1167,520
SATPALSA,1166,515
SATUI,1166,474
SATUI,1167,479
SATUI,1164,482
SEHARABAZAR,1164,723
SEKHDHIGI,1167,200
SEKHDHIGI,1166,196
SEKHDHIGI,1164,200
SEKHPARA,1166,574
SEKHPARA,1164,581
SEKHPARA,1167,579
SEORAKURI,1167,539
SEORAKURI,1166,534
SEORAKURI,1164,542
SHAHBAZPUR,1166,510
SHAHBAZPUR,1167,515
SHAHBAZPUR,1164,519
SHAKTI GARH,1164,704
SHALINDA,1166,521
SHALINDA,1164,529
SHALINDA,1167,526
SHANTIPUR,1167,729
SHANTIPUR,1164,731
SHANTIPUR,1166,724
SHEORAPHULLY,1164,820
SHERPUR,1166,427
SHERPUR,1167,432
SHERPUR,1164,435
SHYAMSUNDAR,1164,723
SHIBNIBAS,1164,709
SHIBNIBAS,1167,707
SHIBNIBAS,1166,702
SUNDALPUR,1164,615
SUNDALPUR,1167,612
SUNDALPUR,1166,608
SAIDAPUR,1167,209
SAIDAPUR,1166,207
SAIDAPUR,1164,210
SANNYASIDANGA,1167,287
SANNYASIDANGA,1166,284
SANNYASIDANGA,1164,289
SIMANAPARA,1167,268
SIMANAPARA,1166,263
SIMANAPARA,1164,273
SIKARPUR (MSD),1167,488
SIKARPUR (MSD),1166,483
SIKARPUR (MSD),1164,491
SIBOGRAM,1167,459
SIBOGRAM,1164,463
SIBOGRAM,1166,455
SIJGRAM,1167,539
SIJGRAM,1164,542
SIJGRAM,1166,534
SIKARPUR,1164,671
SIKARPUR,1166,664
SIKARPUR,1167,669
SILINDA,1164,757
SILINDA,1166,751
SILINDA,1167,756
SIMULIAHAT,1167,525
SIMULIAHAT,1166,520
SIMULIAHAT,1164,528
SIMURALI,1164,850
SINDRANI BAZAR,1167,808
SINDRANI BAZAR,1166,803
SINDRANI BAZAR,1164,810
SINGHI,1164,549
SINGHI,1166,541
SINGHI,1167,546
SINGTI,1164,863
SISALFARM,1167,580
SISALFARM,1164,582
SISALFARM,1166,575
SODEPUR,1164,856
SONATALA,1167,669
SONATALA,1166,664
SONATALA,1164,671
SONDANGA,1166,603
SONDANGA,1164,610
SONDANGA,1167,608
SONGHATA,1164,709
SONGHATA,1167,707
SONGHATA,1166,702
SONPUKUR,1166,724
SONPUKUR,1167,729
SONPUKUR,1164,731
SONTSAL,1166,455
SONTSAL,1167,459
SONTSAL,1164,463
SREERAMPUR,1164,858
SRIKANTAPUR,1164,528
SRIKANTAPUR,1167,525
SRIKANTAPUR,1166,520
SUBHASHGRAM,1164,938
SUISA,1164,981
SUJNIPARA / MADNA,1166,347
SUJNIPARA / MADNA,1164,356
SUJNIPARA / MADNA,1167,352
SUKI,1167,201
SUKI,1164,205
SUKI,1166,194
SULTANPUR,1164,435
SULTANPUR,1167,432
SULTANPUR,1166,427
SUNDERPUR,1167,539
SUNDERPUR,1166,534
SUNDERPUR,1164,542
SURI,1164,523
SURI,1167,519
SURI,1166,514
SURJAPUR,1166,939
SURJAPUR,1164,945
SURJAPUR,1167,944
SUTAHATA,1164,971
SUTI (AHIRON),1167,215
SUTI (AHIRON),1166,210
SUTI (AHIRON),1164,219
SUTI-1,1167,267
SUTI-1,1164,271
SUTI-1,1166,264
SUTI-2,1167,322
SUTI-2,1164,326
SUTI-2,1166,317
SUTRAGAR,1166,724
SUTRAGAR,1167,729
SUTRAGAR,1164,731
SWARNAKHALI,1166,803
SWARNAKHALI,1164,810
SWARNAKHALI,1167,808
SWARUPNAGAR,1164,849
SAHAPUR (UD),1167,958
SAHAPUR (UD),1166,953
SAHAPUR (UD),1164,959
SAMASPUR,1164,782
SAMASPUR,1167,780
SAMASPUR,1166,775
SOLPARA,1167,885
SOLPARA,1166,880
SOLPARA,1164,886
SONAPURHAT,1167,1126
SONAPURHAT,1166,1121
SONAPURHAT,1164,1131
SREEPUR,1166,640
SREEPUR,1164,648
SREEPUR,1167,645
SUTI (MLD),1167,662
SUTI (MLD),1166,657
SUTI (MLD),1164,664
SIMLAGARH,1164,825
SADIKPUR,1166,394
SADIKPUR,1167,399
SADIKPUR,1164,403
SAHAPUR,1164,595
SAHAPUR (SURI),1164,463
SAHAPUR (SURI),1167,459
SAHAPUR (SURI),1166,455
SAKTINAGAR,1166,702
SAKTINAGAR,1167,707
SAKTINAGAR,1164,709
SHYAMPUR (NADIA),1167,758
SHYAMPUR (NADIA),1164,759
SHYAMPUR (NADIA),1166,753
SILBERIA,1166,766
SILBERIA,1164,773
SILBERIA,1167,771
SIMULIA-MAZDIA ROUTE,1166,702
SIMULIA-MAZDIA ROUTE,1167,707
SIMULIA-MAZDIA ROUTE,1164,709
SIRAKOL,1164,994
SONERDANGA,1164,764
SWARUPGANJ (NDA),1167,669
SWARUPGANJ (NDA),1164,671
SWARUPGANJ (NDA),1166,664
SALBEDIA,1164,788
SANTASRAM,1164,764
SHIBPUR (BRD),1164,540
SILDA,1164,972
SAMSI,1167,707
SAMSI,1164,709
SAMSI,1166,702
SUJAPUR,1166,495
SUJAPUR,1167,500
SUJAPUR,1164,503
SINGI,1164,659
TAHERPUR,1167,724
TAHERPUR,1164,726
TAHERPUR,1166,719
TAKIPUR,1167,702
TAKIPUR,1164,704
TAKIPUR,1166,697
TAKTIPUR,1167,547
TAKTIPUR,1166,542
TAKTIPUR,1164,550
TALIBPUR,1167,597
TALIBPUR,1164,599
TALIBPUR,1166,592
TAMLUK,1164,952
TAMLUK-2,1164,921
TANGRA  (BAGULA),1167,822
TANGRA  (BAGULA),1164,824
TANGRA  (BAGULA),1166,817
TANTIPARA,1166,588
TANTIPARA,1164,595
TANTIPARA,1167,593
TAPAN,1164,734
TAPAN,1167,732
TAPAN,1166,727
TARANIPUR,1164,810
TARANIPUR,1166,803
TARANIPUR,1167,808
TARAPITH,1167,425
TARAPITH,1166,420
TARAPITH,1164,428
TEHATTA,1164,800
TEHATTA,1166,793
TEHATTA,1167,798
